department,program,year,subjects
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,"INFORMATICS, SEMINARS 1"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,"MICROBIOLOGY, VIROLOGY AND PARASSITOLOGY APPLIED TO MEDICINE"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,PROFESSIONAL LABORATORY 1
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,PROFESSIONAL LABORATORY 2
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,SCIENCE OF LABORATORY MEDICINE
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,1,SCIENTIFIC ENGLISH
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,CLINICAL PATHOLOGY AND HAEMATOLOGY METHODS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 2"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 3"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 4"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,PATHOLOGICAL AND HISTOPATHOLOGICAL METHODS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,SECOND YEAR TRAINING
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,STATISTICAL AND INFORMATICS SCIENCES
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,STUDIES OF HUMAN DESEASE AND MEDICAL GENETICS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,2,TRANSFUSION MEDICINE: ANALYTICAL METHODOLOGIES AND MOLECULAR TECHNIQUES IN THE LABORATORY
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,CLINICAL MOLECULAR BIOLOGY AND APPLIED GENETICS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,DEONTOLOGY AND PROFESSIONAL DEVELOPMENT
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,ECONOMICS AND ORGANIZATION OF HEALTHCARE COMPANIES
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,GENETICS AND ORGAN PATHOLOGY
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,HOSPITAL PHARMACY LABORATORY
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,IMAGE ANALYSIS LABORATORY
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,"INFORMATICS, SEMINARS 5"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,LABORATORY OF NEW MOLECULAR TECHNIQUES
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,NEW MARKERS IN MOLECULAR PATHOLOGY: TRANSCRIPTOMIC ANALYSIS AND NON-CODING RNA IN PRECISION ONCOLOGY
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,"OCCUPATIONAL MEDICINE, LEGAL MEDICINE, RADIATION PROTECTION"
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,PROFESSIONAL LABORATORY 3
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,SOCIAL RESEARCH METHODS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,THE NEW FRONTIERS OF ENDOCRINOLOGICAL LABORATORY DIAGNOSIS
School of Medicine,[ME3074] BIOMEDICAL LABORATORY TECHNIQUES,3,THIRD YEAR TRAINING
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,BIOLOGY ADDITIONAL LEARNING REQUIREMENT
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,"BIOLOGY, PHYSIOLOGY AND HUMAN MORFOLOGY"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,"CHEMESTRY, BIOCHEMESTRY AND MEDICAL PHISICS"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,CHEMISTRY ADDITIONAL LEARNING REQUIREMENT
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,FINAL EXAM
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,FIRST YEAR TRAINING
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,"INFORMATICS, SEMINARS 1"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,"MICROBIOLOGY, VIROLOGY AND PARASSITOLOGY APPLIED TO MEDICINE"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,PROFESSIONAL LABORATORY 1
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,PROFESSIONAL LABORATORY 2
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,SCIENCE OF LABORATORY MEDICINE
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,1,SCIENTIFIC ENGLISH
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,CLINICAL PATHOLOGY AND HAEMATOLOGY METHODS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 2"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 3"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,"INFORMATICS, SEMINARS 4"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,PATHOLOGICAL AND HISTOPATHOLOGICAL METHODS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,SECOND YEAR TRAINING
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,STATISTICAL AND INFORMATICS SCIENCES
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,STUDIES OF HUMAN DESEASE AND MEDICAL GENETICS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,2,TRANSFUSION MEDICINE: ANALYTICAL METHODOLOGIES AND MOLECULAR TECHNIQUES IN THE LABORATORY
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,CLINICAL MOLECULAR BIOLOGY AND APPLIED GENETICS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,DEONTOLOGY AND PROFESSIONAL DEVELOPMENT
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,ECONOMICS AND ORGANIZATION OF HEALTHCARE COMPANIES
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,GENETICS AND ORGAN PATHOLOGY
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,HOSPITAL PHARMACY LABORATORY
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,IMAGE ANALYSIS LABORATORY
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,"INFORMATICS, SEMINARS 5"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,LABORATORY OF NEW MOLECULAR TECHNIQUES
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,NEW MARKERS IN MOLECULAR PATHOLOGY: TRANSCRIPTOMIC ANALYSIS AND NON-CODING RNA IN PRECISION ONCOLOGY
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,"OCCUPATIONAL MEDICINE, LEGAL MEDICINE, RADIATION PROTECTION"
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,PROFESSIONAL LABORATORY 3
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,SOCIAL RESEARCH METHODS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,THE NEW FRONTIERS OF ENDOCRINOLOGICAL LABORATORY DIAGNOSIS
School of Medicine,[ME3075] BIOMEDICAL LABORATORY TECHNIQUES,3,THIRD YEAR TRAINING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,BIOLOGICAL STUDIES
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,DIAGNOSTIC BASES FOR IMAGES
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FINAL EXAM
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FIRST YEAR TRAINING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FUNDAMENTALS OF PATIENT CARE IN EMERGENCY-URGENT SITUATIONS
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,HUMAN AND RADIOLOGICAL ANATOMY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,IMAGING IN TRADITIONAL RADIOLOGY AND CT
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,LABORATORY: SIMULATIONS IN TRADITIONAL DIAGNOSTIC
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,MATHEMATICS AND PHYSICS ADDITIONAL LEARNING REQUIREMENT
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,RADIOLOGICAL EQUIPMENT AND INFORMATION SYSTEMS
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: ETHICS AND PROFESSIONAL REGULATIONS
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: RADIOLOGICAL SAFETY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,BREAST IMAGING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,CHEST IMAGING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,LOCOMOTOR APPARATUS DISEASES
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,MEDICAL PHYSICS
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,"METHODS, TECHNIQUES AND SAFETY IN MRI"
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,ONCOLOGICAL RADIOTHERAPY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,PATHOLOGY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,RADIATION PROTECTION
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SCIENTIFIC ENGLISH
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SECOND YEAR TRAINING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: HEALTHCARE COMUNICATION
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: METHODS AND SYSTEMS OF MANAGING IN MEDICAL IMAGE
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,APPLIED MANAGEMENT AND RESEARCH OF MEDICAL IMAGING AND RADIOTHERAPY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,CLINICAL PRACTICE IN ULTRASOUND IMAGING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,CLINICAL RISK MANAGEMENT IN MEDICAL IMAGING
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,METHODS AND TECHNIQUES IN ANGIOGRAPHY AND NEURORADIOLOGY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,METHODS AND TECHNIQUES IN NUCLEAR MEDICINE
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,SEMINAR: NEW TECHNOLOGIES AND HEALTH TECHNOLOGY ASSESSMENT (HTA)
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,SEMINAR: ULTRASONOGRAPHY
School of Medicine,[ME3076] IMAGING AND RADIOTHERAPY TECHNIQUES,3,THIRD YEAR TRAINING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,BIOLOGICAL STUDIES
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,DIAGNOSTIC BASES FOR IMAGES
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FINAL EXAM
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FIRST YEAR TRAINING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FUNDAMENTALS OF PATIENT CARE IN EMERGENCY-URGENT SITUATIONS
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,HUMAN AND RADIOLOGICAL ANATOMY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,IMAGING IN TRADITIONAL RADIOLOGY AND CT
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,LABORATORY: SIMULATIONS IN TRADITIONAL DIAGNOSTIC
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,MATHEMATICS AND PHYSICS ADDITIONAL LEARNING REQUIREMENT
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,RADIOLOGICAL EQUIPMENT AND INFORMATION SYSTEMS
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: ETHICS AND PROFESSIONAL REGULATIONS
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: RADIOLOGICAL SAFETY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,BREAST IMAGING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,CHEST IMAGING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,LOCOMOTOR APPARATUS DISEASES
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,MEDICAL PHYSICS
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,"METHODS, TECHNIQUES AND SAFETY IN MRI"
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,ONCOLOGICAL RADIOTHERAPY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,PATHOLOGY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,RADIATION PROTECTION
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SCIENTIFIC ENGLISH
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SECOND YEAR TRAINING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: HEALTHCARE COMUNICATION
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: METHODS AND SYSTEMS OF MANAGING IN MEDICAL IMAGE
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,APPLIED MANAGEMENT AND RESEARCH OF MEDICAL IMAGING AND RADIOTHERAPY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,CLINICAL PRACTICE IN ULTRASOUND IMAGING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,CLINICAL RISK MANAGEMENT IN MEDICAL IMAGING
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,METHODS AND TECHNIQUES IN ANGIOGRAPHY AND NEURORADIOLOGY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,METHODS AND TECHNIQUES IN NUCLEAR MEDICINE
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,SEMINAR: NEW TECHNOLOGIES AND HEALTH TECHNOLOGY ASSESSMENT (HTA)
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,SEMINAR: ULTRASONOGRAPHY
School of Medicine,[ME3077] IMAGING AND RADIOTHERAPY TECHNIQUES,3,THIRD YEAR TRAINING
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,BIOLOGICAL STUDIES
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,DIAGNOSTIC BASES FOR IMAGES
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FINAL EXAM
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FIRST YEAR TRAINING
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,FUNDAMENTALS OF PATIENT CARE IN EMERGENCY-URGENT SITUATIONS
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,HUMAN AND RADIOLOGICAL ANATOMY
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,IMAGING IN TRADITIONAL RADIOLOGY AND CT
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,LABORATORY: SIMULATIONS IN TRADITIONAL DIAGNOSTIC
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,MATHEMATICS AND PHYSICS ADDITIONAL LEARNING REQUIREMENT
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,RADIOLOGICAL EQUIPMENT AND INFORMATION SYSTEMS
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: ETHICS AND PROFESSIONAL REGULATIONS
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,1,SEMINAR: RADIOLOGICAL SAFETY
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,BREAST IMAGING
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,CHEST IMAGING
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,LOCOMOTOR APPARATUS DISEASES
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,MEDICAL PHYSICS
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,"METHODS, TECHNIQUES AND SAFETY IN MRI"
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,ONCOLOGICAL RADIOTHERAPY
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,PATHOLOGY
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,RADIATION PROTECTION
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SCIENTIFIC ENGLISH
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SECOND YEAR TRAINING
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: HEALTHCARE COMUNICATION
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,2,SEMINAR: METHODS AND SYSTEMS OF MANAGING IN MEDICAL IMAGE
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,3,APPLIED MANAGEMENT AND RESEARCH OF MEDICAL IMAGING AND RADIOTHERAPY
School of Medicine,[ME3078] IMAGING AND RADIOTHERAPY TECHNIQUES,3,CLINICAL PRACTICE IN ULTRASOUND IMAGING
